"TCP","EEBO","VID","STC","Status","Author","Date","Title","Terms","Pages"
"A36643",13429983,"99523","Wing D2304; ESTC R1438","Free","Dryden, John, 1631-1700.","1692","MacFlecknoe","Shadwell, Thomas, 1642?-1692 -- In literature.",10
